"index","age","job","housing_loan","personal_loan","credit_default","balance"
766,44,"admin.","yes","no","no",161
767,46,"technician","no","no","yes",289
768,29,"student","yes","no","no",110
769,39,"blue-collar","yes","no","no",245
770,42,"services","yes","no","no",0
771,50,"blue-collar","yes","no","no",156
772,42,"technician","yes","no","no",0
773,39,"admin.","yes","no","no",20
774,55,"technician","yes","no","no",92
775,46,"services","yes","no","no",89
776,42,"blue-collar","yes","no","no",166
777,45,"management","yes","no","no",103
778,43,"blue-collar","yes","no","no",-454
779,42,"admin.","yes","no","no",445
780,30,"admin.","no","no","no",4
781,47,"blue-collar","yes","no","no",1001
782,51,"services","yes","no","no",-69
783,38,"technician","yes","no","no",42
784,57,"technician","yes","no","no",1617
785,42,"management","yes","no","no",221
786,32,"technician","yes","yes","no",210
787,46,"management","no","no","no",0
788,29,"student","yes","no","no",185
789,59,"retired","yes","no","no",836
790,32,"blue-collar","yes","no","no",301
791,44,"blue-collar","yes","no","no",503
792,40,"retired","yes","no","no",407
793,31,"blue-collar","yes","no","no",53
794,46,"self-employed","yes","no","no",2303
795,43,"management","yes","no","no",144
796,34,"services","yes","no","no",205
797,39,"management","yes","no","no",305
798,30,"blue-collar","yes","yes","no",251
799,56,"retired","yes","no","no",0
800,29,"technician","no","no","no",8
801,40,"blue-collar","yes","no","no",139
802,36,"services","yes","no","no",184
803,37,"blue-collar","yes","no","no",238
804,35,"admin.","no","no","no",0
805,35,"blue-collar","yes","no","yes",0
806,47,"services","yes","no","no",222
807,31,"services","yes","no","no",414
808,56,"retired","yes","no","no",223
809,57,"technician","no","no","no",197
810,36,"blue-collar","yes","no","no",-251
811,45,"self-employed","yes","no","no",-139
812,47,"blue-collar","yes","no","no",733
813,29,"technician","yes","no","no",0
814,57,"services","no","no","no",1
815,45,"blue-collar","yes","no","no",97
816,31,"blue-collar","yes","no","no",435
817,31,"management","yes","no","no",0
818,37,"technician","no","no","no",147
819,30,"technician","yes","no","no",3
820,58,"services","yes","yes","no",1109
821,33,"services","yes","no","no",404
822,39,"blue-collar","yes","no","no",981
823,33,"blue-collar","yes","no","no",95
824,34,"services","yes","no","no",302
825,36,"services","yes","yes","no",-290
826,37,"services","yes","no","no",259
827,35,"blue-collar","yes","yes","no",527
828,55,"retired","yes","no","no",102
829,34,"management","yes","no","no",872
830,40,"management","yes","no","no",490
831,42,"blue-collar","yes","no","no",19
832,37,"blue-collar","yes","no","no",16
833,42,"management","yes","no","no",386
834,35,"technician","yes","no","no",539
835,44,"technician","yes","no","no",-329
836,30,"services","yes","no","no",-174
837,45,"entrepreneur","yes","no","no",68
838,35,"blue-collar","yes","no","yes",-532
839,36,"admin.","yes","no","no",0
840,49,"blue-collar","yes","no","no",64
841,31,"blue-collar","yes","no","no",1415
842,31,"technician","yes","no","no",147
843,39,"blue-collar","yes","no","no",72
844,37,"services","yes","no","no",-196
845,33,"blue-collar","yes","no","no",716
846,37,"management","yes","no","no",0
847,42,"services","yes","no","no",-246
848,56,"blue-collar","yes","no","no",-203
849,37,"admin.","yes","yes","no",245
850,36,"services","yes","no","no",342
851,29,"technician","yes","no","no",3
852,54,"management","yes","yes","yes",-248
853,38,"blue-collar","yes","no","no",376
854,43,"blue-collar","yes","no","no",370
855,47,"admin.","yes","no","no",594
856,47,"blue-collar","yes","no","no",387
857,38,"services","yes","no","no",208
858,40,"blue-collar","yes","no","no",563
859,33,"services","yes","yes","no",392
860,33,"retired","no","no","no",165
861,53,"admin.","yes","no","no",236
862,37,"services","yes","no","no",52
863,40,"management","yes","no","no",1265
864,37,"blue-collar","yes","no","no",693
865,35,"technician","yes","no","no",118
866,49,"blue-collar","yes","no","no",3659
867,26,"blue-collar","yes","no","no",24
868,38,"management","yes","no","no",673
869,52,"self-employed","no","no","no",273
870,33,"services","yes","no","no",327
871,31,"admin.","yes","no","no",299
872,32,"blue-collar","yes","no","no",0
873,35,"blue-collar","yes","no","no",109
874,55,"management","no","no","no",552
875,32,"blue-collar","yes","no","no",473
876,37,"unknown","yes","no","no",414
877,45,"blue-collar","yes","no","no",154
878,31,"technician","yes","no","no",344
879,38,"admin.","yes","no","no",8
880,37,"services","yes","no","no",78
881,38,"blue-collar","yes","no","no",266
882,33,"housemaid","yes","yes","no",98
883,38,"blue-collar","yes","no","no",83
884,37,"management","yes","no","yes",45
885,29,"unemployed","yes","no","no",8
886,42,"management","yes","no","no",263
887,40,"blue-collar","yes","no","no",306
888,32,"management","yes","no","no",233
889,47,"management","no","yes","no",447
890,29,"student","yes","no","no",872
891,53,"services","yes","yes","no",-291
892,31,"services","yes","yes","no",309
893,59,"blue-collar","yes","no","no",202
894,29,"entrepreneur","yes","yes","no",56
895,59,"blue-collar","yes","yes","no",229
896,44,"blue-collar","yes","no","no",143
897,38,"admin.","yes","no","no",100
898,49,"admin.","yes","no","no",326
899,43,"blue-collar","yes","no","no",167
900,52,"admin.","yes","no","no",545
901,40,"admin.","yes","yes","no",2100
902,32,"services","yes","yes","no",0
903,47,"admin.","yes","no","no",192
904,33,"management","yes","no","no",442
905,35,"management","yes","no","no",267
906,27,"services","yes","no","no",0
907,50,"blue-collar","yes","no","no",377
908,44,"retired","no","no","no",7624
909,43,"self-employed","yes","no","no",66
910,51,"blue-collar","yes","no","no",37
911,32,"admin.","yes","no","no",64
912,47,"management","yes","no","no",34
913,34,"admin.","yes","no","no",627
914,57,"self-employed","yes","no","no",1013
915,43,"admin.","yes","no","no",140
916,40,"services","yes","no","no",8823
917,28,"blue-collar","yes","no","no",97
918,38,"blue-collar","yes","no","no",5
919,37,"unemployed","yes","no","no",74
920,44,"admin.","yes","no","no",58544
921,41,"technician","yes","no","no",169
922,37,"self-employed","yes","no","no",444
923,30,"services","yes","no","no",542
924,32,"blue-collar","yes","no","no",-205
925,30,"management","yes","no","no",112
926,35,"services","no","no","no",39
927,55,"blue-collar","yes","no","no",1268
928,52,"blue-collar","yes","no","no",-98
929,33,"admin.","yes","yes","no",44
930,55,"retired","yes","yes","no",-90
931,33,"blue-collar","no","no","no",0
932,40,"blue-collar","yes","yes","yes",-94
933,39,"blue-collar","yes","no","yes",-345
934,54,"blue-collar","yes","no","no",-932
935,39,"blue-collar","yes","no","no",20
936,49,"blue-collar","yes","no","no",90
937,52,"admin.","yes","no","no",31
938,27,"management","yes","yes","no",134
939,26,"services","yes","no","no",0
940,40,"blue-collar","yes","no","no",61
941,47,"blue-collar","yes","no","yes",-5
942,31,"services","no","no","no",-45
943,53,"blue-collar","yes","yes","no",156
944,31,"services","yes","no","no",564
945,33,"admin.","yes","no","no",-6
946,35,"services","no","no","no",528
947,46,"entrepreneur","yes","no","no",1481
948,31,"management","no","no","no",2019
949,35,"technician","yes","no","no",1855
950,29,"management","yes","yes","no",147
951,51,"technician","yes","no","no",220
952,33,"blue-collar","yes","no","no",198
953,37,"management","no","no","no",115
954,43,"admin.","yes","no","no",87
955,42,"technician","yes","no","no",644
956,28,"blue-collar","yes","yes","no",225
957,57,"retired","yes","no","no",502
958,38,"services","yes","no","no",-32
959,39,"blue-collar","yes","no","no",106
960,36,"technician","yes","no","no",301
961,57,"retired","yes","no","no",906
962,44,"management","yes","no","no",187
963,48,"services","yes","yes","no",852
964,46,"blue-collar","yes","no","no",143
965,43,"admin.","no","no","no",71
966,49,"services","yes","no","no",1496
967,29,"services","yes","no","no",703
968,53,"blue-collar","yes","no","no",732
969,30,"services","yes","no","no",21
970,41,"management","yes","no","no",276
971,33,"technician","yes","no","no",0
972,47,"blue-collar","yes","no","no",550
973,58,"retired","yes","no","no",268
974,31,"unemployed","yes","no","no",-825
975,38,"admin.","yes","yes","no",137
976,60,"retired","yes","yes","no",42
977,33,"management","no","no","no",54
978,33,"unemployed","yes","no","no",1716
979,52,"admin.","yes","no","no",270
980,42,"blue-collar","yes","no","no",803
981,30,"technician","yes","no","no",102
982,33,"entrepreneur","yes","no","no",188
983,46,"admin.","yes","no","no",207
984,51,"blue-collar","yes","no","no",1466
985,40,"unemployed","yes","no","no",350
986,50,"admin.","yes","no","no",159
987,42,"entrepreneur","yes","yes","no",157
988,38,"technician","no","no","no",0
989,36,"admin.","yes","no","no",91
990,37,"unemployed","yes","no","no",849
991,33,"management","yes","no","no",436
992,38,"blue-collar","yes","no","no",-1
993,52,"blue-collar","yes","no","no",297
994,29,"blue-collar","yes","yes","no",313
995,37,"blue-collar","yes","no","no",310
996,34,"admin.","yes","no","no",475
997,43,"blue-collar","yes","no","no",61
998,49,"services","yes","no","no",1377
999,33,"technician","no","no","no",56
1000,47,"admin.","yes","no","no",0
1001,50,"technician","no","no","no",73
1002,30,"blue-collar","yes","no","no",660
1003,44,"services","yes","no","no",-79
1004,44,"blue-collar","yes","no","no",558
1005,30,"services","yes","no","no",342
1006,40,"blue-collar","yes","no","no",-4
1007,41,"blue-collar","yes","no","no",225
1008,34,"blue-collar","yes","no","no",267
1009,53,"services","yes","no","no",46
1010,35,"blue-collar","yes","no","no",624
1011,34,"technician","yes","yes","no",1107
1012,39,"admin.","yes","no","no",573
1013,39,"management","yes","no","no",406
1014,52,"services","yes","no","no",220
1015,34,"blue-collar","yes","no","no",2308
1016,37,"blue-collar","yes","no","no",139
1017,39,"admin.","yes","no","no",367
1018,52,"entrepreneur","yes","no","no",278
1019,35,"blue-collar","yes","no","no",229
1020,36,"entrepreneur","yes","no","no",1722
1021,48,"technician","yes","no","no",-500
1022,31,"admin.","yes","no","no",308
1023,43,"technician","yes","yes","no",1026
1024,43,"blue-collar","yes","no","no",548
1025,39,"blue-collar","yes","yes","no",356
1026,40,"technician","yes","no","no",164
1027,58,"management","no","no","no",211
1028,31,"blue-collar","yes","no","no",19
1029,41,"blue-collar","yes","yes","no",108
1030,37,"management","yes","no","no",308
1031,44,"services","yes","yes","no",7
1032,37,"technician","yes","yes","no",16
1033,39,"blue-collar","yes","no","no",867
1034,41,"blue-collar","yes","no","no",277
1035,52,"blue-collar","yes","no","no",196
1036,29,"blue-collar","yes","yes","no",365
1037,60,"blue-collar","no","no","no",1310
1038,32,"technician","no","no","no",186
1039,50,"services","yes","no","no",148
1040,56,"blue-collar","yes","yes","no",862
1041,48,"admin.","yes","no","no",359
1042,29,"blue-collar","no","no","no",190
1043,40,"blue-collar","yes","yes","no",4
1044,42,"admin.","yes","no","no",0
1045,34,"blue-collar","yes","no","no",42
1046,23,"management","yes","no","no",2605
1047,30,"technician","yes","yes","no",60
1048,51,"management","yes","no","no",98
1049,52,"technician","yes","no","no",-181
1050,45,"technician","yes","no","no",118
1051,41,"blue-collar","yes","no","no",-15
1052,27,"student","yes","no","no",671
1053,50,"blue-collar","yes","no","no",1557
1054,36,"blue-collar","yes","no","no",-20
1055,46,"blue-collar","yes","no","no",323
1056,44,"blue-collar","yes","no","no",-171
1057,47,"blue-collar","yes","no","no",438
1058,40,"blue-collar","yes","no","no",316
1059,36,"services","yes","no","no",174
1060,46,"blue-collar","yes","no","no",442
1061,58,"technician","yes","no","no",786
1062,30,"technician","yes","no","no",-317
1063,43,"blue-collar","yes","no","no",667
1064,29,"services","yes","no","no",-158
1065,41,"management","yes","no","no",72
1066,44,"entrepreneur","yes","no","no",58
1067,44,"services","yes","yes","no",396
1068,59,"blue-collar","yes","no","no",10
1069,39,"management","yes","no","no",2887
1070,42,"management","no","no","no",0
1071,31,"admin.","no","no","no",89
1072,29,"unknown","yes","no","no",50
1073,39,"blue-collar","yes","no","no",29
1074,44,"blue-collar","yes","no","no",420
1075,49,"services","yes","no","no",114
1076,39,"housemaid","yes","no","no",365
1077,27,"blue-collar","yes","no","no",0
1078,56,"management","yes","no","no",-24
1079,43,"technician","yes","no","no",743
1080,37,"self-employed","no","no","no",0
1081,54,"technician","yes","no","no",99
1082,38,"blue-collar","yes","yes","no",22
1083,31,"blue-collar","yes","no","no",251
1084,34,"blue-collar","yes","no","no",615
1085,35,"admin.","yes","no","no",136
1086,44,"blue-collar","yes","no","no",2167
1087,30,"blue-collar","yes","no","no",309
1088,51,"technician","yes","no","no",221
1089,37,"blue-collar","yes","no","no",321
1090,39,"blue-collar","yes","no","no",-33
1091,33,"management","yes","no","no",76
1092,37,"management","yes","no","no",42
1093,46,"blue-collar","yes","no","no",76
1094,32,"admin.","yes","no","no",1293
1095,43,"entrepreneur","yes","no","no",526
1096,59,"housemaid","yes","no","no",873
1097,46,"admin.","yes","no","no",40
1098,47,"blue-collar","yes","no","no",117
1099,31,"services","yes","no","no",671
1100,30,"blue-collar","yes","no","no",145
1101,38,"blue-collar","no","no","no",1807
1102,44,"blue-collar","yes","yes","no",-212
1103,52,"technician","yes","no","no",133
1104,29,"services","no","no","no",566
1105,43,"admin.","yes","no","no",1924
1106,47,"technician","yes","no","no",145
1107,43,"blue-collar","yes","no","no",487
1108,52,"blue-collar","yes","no","no",-57
1109,32,"services","yes","no","no",81
1110,40,"admin.","yes","no","no",-227
1111,57,"technician","yes","yes","no",2710
1112,30,"services","yes","no","no",98
1113,48,"blue-collar","yes","yes","no",1230
1114,46,"blue-collar","yes","yes","no",78
1115,59,"retired","yes","yes","no",137
1116,50,"blue-collar","yes","no","yes",354
1117,50,"blue-collar","yes","no","no",149
1118,33,"blue-collar","yes","no","no",126
1119,39,"technician","yes","no","no",0
1120,57,"retired","yes","no","no",8266
1121,49,"blue-collar","yes","no","no",51
1122,41,"blue-collar","yes","no","no",258
1123,43,"technician","yes","no","no",117
1124,29,"management","yes","yes","no",199
1125,56,"services","yes","no","no",219
1126,46,"technician","yes","no","no",1571
1127,42,"blue-collar","yes","no","no",223
1128,36,"blue-collar","no","no","no",-79
1129,29,"services","yes","no","no",321
1130,43,"admin.","yes","no","no",2527
1131,48,"admin.","yes","no","no",5
1132,38,"blue-collar","yes","no","no",20
1133,46,"blue-collar","yes","yes","no",1045
1134,44,"blue-collar","yes","no","no",1
1135,28,"management","yes","no","no",3
1136,28,"blue-collar","yes","no","no",-55
1137,36,"technician","yes","no","no",141
1138,37,"blue-collar","yes","no","no",374
1139,56,"management","yes","no","no",93
1140,46,"blue-collar","yes","no","no",460
1141,34,"services","yes","no","no",78
1142,32,"entrepreneur","yes","no","no",135
1143,33,"technician","yes","yes","no",367
1144,36,"services","yes","no","no",248
