"index","age","marital","education"
1126,46,"married","secondary"
1127,42,"married","primary"
1128,36,"married","primary"
1129,29,"married","primary"
1130,43,"single","secondary"
1131,48,"married","secondary"
1132,38,"single","primary"
1133,46,"married","secondary"
1134,44,"married","secondary"
1135,28,"married","tertiary"
1136,28,"married","primary"
1137,36,"divorced","secondary"
1138,37,"married","secondary"
1139,56,"married","primary"
1140,46,"single","tertiary"
1141,34,"divorced","secondary"
1142,32,"married","secondary"
1143,33,"married","secondary"
1144,36,"single","secondary"
1145,35,"married","secondary"
1146,44,"single","secondary"
1147,37,"married","secondary"
1148,48,"divorced","secondary"
1149,38,"married","secondary"
1150,44,"married","secondary"
1151,31,"divorced","secondary"
1152,35,"divorced","tertiary"
1153,54,"divorced","secondary"
1154,28,"single","secondary"
1155,38,"married","primary"
1156,48,"married","secondary"
1157,31,"married","tertiary"
1158,59,"married","unknown"
1159,29,"single","secondary"
1160,28,"married","secondary"
1161,50,"married","primary"
1162,31,"single","tertiary"
1163,32,"single","secondary"
1164,30,"married","secondary"
1165,32,"single","tertiary"
1166,29,"single","secondary"
1167,30,"divorced","secondary"
1168,34,"married","primary"
1169,34,"single","secondary"
1170,41,"married","primary"
1171,36,"married","secondary"
1172,31,"single","tertiary"
1173,39,"married","primary"
1174,36,"married","secondary"
1175,39,"married","secondary"
1176,37,"married","primary"
1177,52,"married","secondary"
1178,25,"single","tertiary"
1179,42,"married","secondary"
1180,27,"divorced","secondary"
1181,42,"married","primary"
1182,29,"divorced","secondary"
1183,38,"married","primary"
1184,42,"married","primary"
1185,35,"married","primary"
1186,41,"married","tertiary"
1187,57,"married","primary"
1188,36,"married","secondary"
1189,56,"divorced","tertiary"
1190,33,"divorced","primary"
1191,41,"divorced","tertiary"
1192,33,"married","primary"
1193,35,"divorced","tertiary"
1194,43,"married","tertiary"
1195,36,"single","secondary"
1196,37,"married","secondary"
1197,51,"married","primary"
1198,28,"divorced","primary"
1199,43,"married","secondary"
1200,32,"single","primary"
1201,36,"single","secondary"
1202,33,"single","secondary"
1203,39,"married","secondary"
1204,28,"married","secondary"
1205,26,"single","secondary"
1206,40,"married","tertiary"
1207,44,"married","secondary"
1208,34,"married","tertiary"
1209,47,"married","primary"
1210,55,"single","tertiary"
1211,48,"divorced","primary"
1212,36,"single","primary"
1213,31,"single","tertiary"
1214,30,"single","tertiary"
1215,46,"married","primary"
1216,30,"single","secondary"
1217,32,"single","secondary"
1218,48,"single","unknown"
1219,48,"single","secondary"
1220,36,"single","tertiary"
1221,41,"single","secondary"
1222,49,"single","primary"
1223,26,"married","secondary"
1224,38,"married","secondary"
1225,27,"single","secondary"
1226,51,"married","secondary"
1227,33,"divorced","secondary"
1228,53,"married","secondary"
1229,36,"married","secondary"
1230,48,"divorced","secondary"
1231,27,"single","secondary"
1232,42,"married","secondary"
1233,61,"married","primary"
1234,31,"married","tertiary"
1235,37,"single","secondary"
1236,34,"married","tertiary"
1237,55,"married","unknown"
1238,24,"married","secondary"
1239,41,"married","unknown"
1240,34,"single","primary"
1241,29,"married","secondary"
1242,42,"single","primary"
1243,45,"married","secondary"
1244,49,"married","secondary"
1245,26,"single","primary"
1246,35,"single","secondary"
1247,49,"married","secondary"
1248,44,"married","primary"
1249,41,"married","tertiary"
1250,50,"married","primary"
1251,58,"married","tertiary"
1252,43,"married","secondary"
1253,34,"married","tertiary"
1254,57,"divorced","secondary"
1255,43,"divorced","secondary"
1256,38,"married","secondary"
1257,35,"married","tertiary"
1258,49,"married","primary"
1259,33,"married","primary"
1260,60,"married","primary"
1261,33,"single","tertiary"
1262,33,"divorced","secondary"
1263,47,"married","tertiary"
1264,37,"single","unknown"
1265,34,"married","secondary"
1266,32,"single","secondary"
1267,36,"married","secondary"
1268,40,"single","secondary"
1269,57,"married","tertiary"
1270,48,"married","primary"
1271,26,"married","secondary"
1272,30,"single","tertiary"
1273,41,"married","secondary"
1274,30,"married","secondary"
1275,35,"married","tertiary"
1276,36,"married","unknown"
1277,52,"married","secondary"
1278,45,"married","primary"
1279,35,"single","tertiary"
1280,46,"single","secondary"
1281,39,"married","primary"
1282,38,"married","tertiary"
1283,38,"married","secondary"
1284,31,"single","tertiary"
1285,39,"single","tertiary"
1286,32,"married","secondary"
1287,32,"married","secondary"
1288,26,"single","secondary"
1289,35,"married","secondary"
1290,26,"single","secondary"
1291,33,"single","secondary"
1292,41,"single","primary"
1293,30,"married","secondary"
1294,36,"single","secondary"
1295,46,"married","secondary"
1296,30,"married","primary"
1297,46,"married","secondary"
1298,38,"married","tertiary"
1299,24,"single","tertiary"
1300,41,"divorced","tertiary"
1301,28,"married","primary"
1302,55,"single","tertiary"
1303,40,"married","tertiary"
1304,38,"divorced","tertiary"
1305,40,"married","secondary"
1306,54,"married","secondary"
1307,49,"married","secondary"
1308,44,"married","secondary"
1309,32,"single","tertiary"
1310,36,"married","primary"
1311,35,"single","secondary"
1312,31,"single","tertiary"
1313,34,"married","secondary"
1314,36,"married","tertiary"
1315,44,"single","secondary"
1316,44,"single","secondary"
1317,51,"married","unknown"
1318,36,"married","secondary"
1319,37,"married","secondary"
1320,31,"married","secondary"
1321,42,"married","primary"
1322,55,"married","primary"
1323,57,"married","tertiary"
1324,33,"married","secondary"
1325,44,"married","secondary"
1326,30,"married","secondary"
1327,37,"married","secondary"
1328,32,"married","secondary"
1329,33,"married","secondary"
1330,31,"single","tertiary"
1331,46,"married","tertiary"
1332,34,"single","secondary"
1333,51,"divorced","secondary"
1334,49,"married","primary"
1335,52,"single","tertiary"
1336,43,"married","tertiary"
1337,35,"divorced","secondary"
1338,27,"single","secondary"
1339,43,"married","primary"
1340,49,"divorced","secondary"
1341,50,"divorced","secondary"
1342,33,"divorced","secondary"
1343,49,"married","secondary"
1344,50,"married","secondary"
1345,42,"married","secondary"
1346,28,"married","secondary"
1347,41,"married","secondary"
1348,34,"married","secondary"
1349,58,"married","primary"
1350,46,"married","primary"
1351,46,"married","primary"
1352,42,"married","secondary"
1353,40,"married","primary"
1354,42,"divorced","secondary"
1355,33,"married","secondary"
1356,27,"married","primary"
1357,43,"married","primary"
1358,28,"married","unknown"
1359,34,"single","secondary"
1360,37,"married","secondary"
1361,41,"married","secondary"
1362,39,"single","secondary"
1363,37,"single","tertiary"
1364,41,"married","primary"
1365,36,"single","secondary"
1366,51,"married","primary"
1367,28,"married","tertiary"
1368,31,"married","secondary"
1369,33,"married","secondary"
1370,28,"divorced","secondary"
1371,31,"married","secondary"
1372,43,"single","tertiary"
1373,48,"married","primary"
1374,26,"single","tertiary"
1375,34,"single","tertiary"
1376,38,"married","primary"
1377,51,"divorced","secondary"
1378,49,"single","secondary"
1379,60,"married","primary"
1380,32,"single","tertiary"
1381,36,"divorced","secondary"
1382,28,"single","tertiary"
1383,34,"single","tertiary"
1384,40,"single","secondary"
1385,33,"married","primary"
1386,37,"married","primary"
1387,40,"married","tertiary"
1388,59,"divorced","tertiary"
1389,39,"single","secondary"
1390,28,"single","tertiary"
1391,30,"married","secondary"
1392,40,"married","primary"
1393,28,"married","primary"
1394,39,"married","secondary"
1395,44,"divorced","secondary"
1396,39,"single","secondary"
1397,30,"married","primary"
1398,35,"married","secondary"
1399,31,"married","tertiary"
1400,47,"married","primary"
1401,26,"single","unknown"
1402,25,"single","secondary"
1403,42,"married","tertiary"
1404,30,"married","primary"
1405,28,"married","secondary"
1406,46,"divorced","tertiary"
1407,43,"divorced","secondary"
1408,38,"married","unknown"
1409,31,"married","primary"
1410,29,"single","secondary"
1411,34,"married","secondary"
1412,40,"married","primary"
1413,30,"single","tertiary"
1414,44,"married","unknown"
1415,38,"married","secondary"
1416,43,"divorced","tertiary"
1417,32,"married","secondary"
1418,33,"married","secondary"
1419,32,"married","secondary"
1420,40,"married","unknown"
1421,34,"married","tertiary"
1422,30,"married","secondary"
1423,53,"divorced","primary"
1424,39,"single","tertiary"
1425,46,"married","primary"
1426,32,"married","tertiary"
1427,60,"married","unknown"
1428,40,"single","tertiary"
1429,47,"married","secondary"
1430,25,"married","tertiary"
1431,44,"married","primary"
1432,38,"single","primary"
1433,45,"divorced","secondary"
1434,34,"married","secondary"
1435,36,"divorced","secondary"
1436,30,"single","secondary"
1437,35,"single","secondary"
1438,39,"divorced","secondary"
1439,46,"married","secondary"
1440,36,"married","primary"
1441,22,"single","secondary"
1442,26,"single","secondary"
1443,48,"divorced","secondary"
1444,32,"married","primary"
1445,58,"divorced","secondary"
1446,57,"married","unknown"
1447,53,"married","tertiary"
1448,29,"divorced","tertiary"
1449,34,"married","secondary"
1450,32,"single","secondary"
1451,55,"married","primary"
1452,50,"divorced","primary"
1453,43,"married","primary"
1454,44,"single","secondary"
1455,27,"married","tertiary"
1456,35,"married","secondary"
1457,45,"married","secondary"
1458,35,"single","primary"
1459,49,"single","primary"
1460,34,"married","secondary"
1461,46,"married","secondary"
1462,43,"married","primary"
1463,42,"married","primary"
1464,55,"married","primary"
1465,37,"married","secondary"
1466,31,"married","primary"
1467,57,"divorced","primary"
1468,33,"married","secondary"
1469,43,"single","unknown"
1470,60,"divorced","primary"
1471,51,"married","tertiary"
1472,38,"single","unknown"
1473,37,"single","secondary"
1474,41,"single","secondary"
1475,42,"married","secondary"
1476,41,"divorced","tertiary"
1477,33,"married","unknown"
1478,32,"single","secondary"
1479,30,"married","secondary"
1480,43,"married","secondary"
1481,30,"married","secondary"
1482,37,"divorced","secondary"
1483,34,"married","tertiary"
1484,32,"single","tertiary"
1485,42,"married","secondary"
1486,35,"single","secondary"
1487,34,"married","secondary"
1488,50,"married","primary"
1489,34,"married","secondary"
1490,38,"divorced","secondary"
1491,28,"married","secondary"
1492,55,"married","primary"
1493,38,"married","primary"
1494,31,"married","secondary"
1495,57,"married","secondary"
1496,50,"divorced","tertiary"
1497,47,"married","primary"
1498,39,"married","primary"
1499,34,"married","secondary"
1500,41,"married","secondary"
1501,59,"married","tertiary"
1502,35,"single","tertiary"
1503,31,"single","tertiary"
1504,55,"married","tertiary"
1505,36,"married","unknown"
1506,41,"married","tertiary"
1507,44,"single","secondary"
1508,40,"single","secondary"
1509,32,"married","secondary"
1510,38,"single","tertiary"
1511,27,"single","secondary"
1512,33,"married","secondary"
1513,37,"married","secondary"
1514,40,"married","tertiary"
1515,33,"single","secondary"
1516,40,"single","secondary"
1517,27,"married","secondary"
1518,42,"single","tertiary"
1519,41,"married","secondary"
1520,37,"single","secondary"
1521,38,"married","primary"
1522,44,"married","secondary"
1523,31,"married","primary"
1524,34,"married","secondary"
1525,46,"married","primary"
1526,33,"married","secondary"
1527,36,"married","secondary"
1528,32,"single","secondary"
1529,27,"single","secondary"
1530,31,"married","primary"
1531,41,"single","tertiary"
1532,35,"married","primary"
1533,50,"single","tertiary"
1534,33,"married","secondary"
1535,48,"married","primary"
1536,36,"married","secondary"
1537,29,"single","secondary"
1538,34,"married","tertiary"
1539,39,"married","primary"
1540,32,"divorced","tertiary"
1541,59,"divorced","primary"
1542,50,"married","primary"
1543,37,"married","secondary"
1544,33,"single","secondary"
1545,52,"married","secondary"
1546,43,"married","primary"
1547,53,"married","secondary"
1548,37,"married","primary"
1549,50,"single","secondary"
1550,53,"married","secondary"
1551,47,"married","primary"
1552,48,"divorced","tertiary"
1553,35,"divorced","secondary"
1554,42,"married","secondary"
1555,43,"divorced","tertiary"
1556,40,"single","secondary"
1557,36,"married","secondary"
1558,39,"married","tertiary"
1559,32,"divorced","primary"
1560,44,"divorced","tertiary"
1561,43,"divorced","secondary"
1562,53,"married","secondary"
1563,41,"married","secondary"
1564,53,"married","tertiary"
1565,31,"married","primary"
1566,51,"married","primary"
1567,32,"married","secondary"
1568,52,"married","secondary"
1569,41,"married","primary"
1570,30,"single","tertiary"
1571,32,"single","tertiary"
1572,31,"married","primary"
1573,38,"married","secondary"
1574,44,"married","secondary"
1575,36,"married","secondary"
1576,34,"married","tertiary"
1577,40,"married","secondary"
1578,41,"married","primary"
