"index","job","housing_loan","personal_loan","credit_default","balance"
861,"admin.","yes","no","no",236
862,"services","yes","no","no",52
863,"management","yes","no","no",1265
864,"blue-collar","yes","no","no",693
865,"technician","yes","no","no",118
866,"blue-collar","yes","no","no",3659
867,"blue-collar","yes","no","no",24
868,"management","yes","no","no",673
869,"self-employed","no","no","no",273
870,"services","yes","no","no",327
871,"admin.","yes","no","no",299
872,"blue-collar","yes","no","no",0
873,"blue-collar","yes","no","no",109
874,"management","no","no","no",552
875,"blue-collar","yes","no","no",473
876,"unknown","yes","no","no",414
877,"blue-collar","yes","no","no",154
878,"technician","yes","no","no",344
879,"admin.","yes","no","no",8
880,"services","yes","no","no",78
881,"blue-collar","yes","no","no",266
882,"housemaid","yes","yes","no",98
883,"blue-collar","yes","no","no",83
884,"management","yes","no","yes",45
885,"unemployed","yes","no","no",8
886,"management","yes","no","no",263
887,"blue-collar","yes","no","no",306
888,"management","yes","no","no",233
889,"management","no","yes","no",447
890,"student","yes","no","no",872
891,"services","yes","yes","no",-291
892,"services","yes","yes","no",309
893,"blue-collar","yes","no","no",202
894,"entrepreneur","yes","yes","no",56
895,"blue-collar","yes","yes","no",229
896,"blue-collar","yes","no","no",143
897,"admin.","yes","no","no",100
898,"admin.","yes","no","no",326
899,"blue-collar","yes","no","no",167
900,"admin.","yes","no","no",545
901,"admin.","yes","yes","no",2100
902,"services","yes","yes","no",0
903,"admin.","yes","no","no",192
904,"management","yes","no","no",442
905,"management","yes","no","no",267
906,"services","yes","no","no",0
907,"blue-collar","yes","no","no",377
908,"retired","no","no","no",7624
909,"self-employed","yes","no","no",66
910,"blue-collar","yes","no","no",37
911,"admin.","yes","no","no",64
912,"management","yes","no","no",34
913,"admin.","yes","no","no",627
914,"self-employed","yes","no","no",1013
915,"admin.","yes","no","no",140
916,"services","yes","no","no",8823
917,"blue-collar","yes","no","no",97
918,"blue-collar","yes","no","no",5
919,"unemployed","yes","no","no",74
920,"admin.","yes","no","no",58544
921,"technician","yes","no","no",169
922,"self-employed","yes","no","no",444
923,"services","yes","no","no",542
924,"blue-collar","yes","no","no",-205
925,"management","yes","no","no",112
926,"services","no","no","no",39
927,"blue-collar","yes","no","no",1268
928,"blue-collar","yes","no","no",-98
929,"admin.","yes","yes","no",44
930,"retired","yes","yes","no",-90
931,"blue-collar","no","no","no",0
932,"blue-collar","yes","yes","yes",-94
933,"blue-collar","yes","no","yes",-345
934,"blue-collar","yes","no","no",-932
935,"blue-collar","yes","no","no",20
936,"blue-collar","yes","no","no",90
937,"admin.","yes","no","no",31
938,"management","yes","yes","no",134
939,"services","yes","no","no",0
940,"blue-collar","yes","no","no",61
941,"blue-collar","yes","no","yes",-5
942,"services","no","no","no",-45
943,"blue-collar","yes","yes","no",156
944,"services","yes","no","no",564
945,"admin.","yes","no","no",-6
946,"services","no","no","no",528
947,"entrepreneur","yes","no","no",1481
948,"management","no","no","no",2019
949,"technician","yes","no","no",1855
950,"management","yes","yes","no",147
951,"technician","yes","no","no",220
952,"blue-collar","yes","no","no",198
953,"management","no","no","no",115
954,"admin.","yes","no","no",87
955,"technician","yes","no","no",644
956,"blue-collar","yes","yes","no",225
957,"retired","yes","no","no",502
958,"services","yes","no","no",-32
959,"blue-collar","yes","no","no",106
960,"technician","yes","no","no",301
961,"retired","yes","no","no",906
962,"management","yes","no","no",187
963,"services","yes","yes","no",852
964,"blue-collar","yes","no","no",143
965,"admin.","no","no","no",71
966,"services","yes","no","no",1496
967,"services","yes","no","no",703
968,"blue-collar","yes","no","no",732
969,"services","yes","no","no",21
970,"management","yes","no","no",276
971,"technician","yes","no","no",0
972,"blue-collar","yes","no","no",550
973,"retired","yes","no","no",268
974,"unemployed","yes","no","no",-825
975,"admin.","yes","yes","no",137
976,"retired","yes","yes","no",42
977,"management","no","no","no",54
978,"unemployed","yes","no","no",1716
979,"admin.","yes","no","no",270
980,"blue-collar","yes","no","no",803
981,"technician","yes","no","no",102
982,"entrepreneur","yes","no","no",188
983,"admin.","yes","no","no",207
984,"blue-collar","yes","no","no",1466
985,"unemployed","yes","no","no",350
986,"admin.","yes","no","no",159
987,"entrepreneur","yes","yes","no",157
988,"technician","no","no","no",0
989,"admin.","yes","no","no",91
990,"unemployed","yes","no","no",849
991,"management","yes","no","no",436
992,"blue-collar","yes","no","no",-1
993,"blue-collar","yes","no","no",297
994,"blue-collar","yes","yes","no",313
995,"blue-collar","yes","no","no",310
996,"admin.","yes","no","no",475
997,"blue-collar","yes","no","no",61
998,"services","yes","no","no",1377
999,"technician","no","no","no",56
1000,"admin.","yes","no","no",0
1001,"technician","no","no","no",73
1002,"blue-collar","yes","no","no",660
1003,"services","yes","no","no",-79
1004,"blue-collar","yes","no","no",558
1005,"services","yes","no","no",342
1006,"blue-collar","yes","no","no",-4
1007,"blue-collar","yes","no","no",225
1008,"blue-collar","yes","no","no",267
1009,"services","yes","no","no",46
1010,"blue-collar","yes","no","no",624
1011,"technician","yes","yes","no",1107
1012,"admin.","yes","no","no",573
1013,"management","yes","no","no",406
1014,"services","yes","no","no",220
1015,"blue-collar","yes","no","no",2308
1016,"blue-collar","yes","no","no",139
1017,"admin.","yes","no","no",367
1018,"entrepreneur","yes","no","no",278
1019,"blue-collar","yes","no","no",229
1020,"entrepreneur","yes","no","no",1722
1021,"technician","yes","no","no",-500
1022,"admin.","yes","no","no",308
1023,"technician","yes","yes","no",1026
1024,"blue-collar","yes","no","no",548
1025,"blue-collar","yes","yes","no",356
1026,"technician","yes","no","no",164
1027,"management","no","no","no",211
1028,"blue-collar","yes","no","no",19
1029,"blue-collar","yes","yes","no",108
1030,"management","yes","no","no",308
1031,"services","yes","yes","no",7
1032,"technician","yes","yes","no",16
1033,"blue-collar","yes","no","no",867
1034,"blue-collar","yes","no","no",277
1035,"blue-collar","yes","no","no",196
1036,"blue-collar","yes","yes","no",365
1037,"blue-collar","no","no","no",1310
1038,"technician","no","no","no",186
1039,"services","yes","no","no",148
1040,"blue-collar","yes","yes","no",862
1041,"admin.","yes","no","no",359
1042,"blue-collar","no","no","no",190
1043,"blue-collar","yes","yes","no",4
1044,"admin.","yes","no","no",0
1045,"blue-collar","yes","no","no",42
1046,"management","yes","no","no",2605
1047,"technician","yes","yes","no",60
1048,"management","yes","no","no",98
1049,"technician","yes","no","no",-181
1050,"technician","yes","no","no",118
1051,"blue-collar","yes","no","no",-15
1052,"student","yes","no","no",671
1053,"blue-collar","yes","no","no",1557
1054,"blue-collar","yes","no","no",-20
1055,"blue-collar","yes","no","no",323
1056,"blue-collar","yes","no","no",-171
1057,"blue-collar","yes","no","no",438
1058,"blue-collar","yes","no","no",316
1059,"services","yes","no","no",174
1060,"blue-collar","yes","no","no",442
1061,"technician","yes","no","no",786
1062,"technician","yes","no","no",-317
1063,"blue-collar","yes","no","no",667
1064,"services","yes","no","no",-158
1065,"management","yes","no","no",72
1066,"entrepreneur","yes","no","no",58
1067,"services","yes","yes","no",396
1068,"blue-collar","yes","no","no",10
1069,"management","yes","no","no",2887
1070,"management","no","no","no",0
1071,"admin.","no","no","no",89
1072,"unknown","yes","no","no",50
1073,"blue-collar","yes","no","no",29
1074,"blue-collar","yes","no","no",420
1075,"services","yes","no","no",114
1076,"housemaid","yes","no","no",365
1077,"blue-collar","yes","no","no",0
1078,"management","yes","no","no",-24
1079,"technician","yes","no","no",743
1080,"self-employed","no","no","no",0
1081,"technician","yes","no","no",99
1082,"blue-collar","yes","yes","no",22
1083,"blue-collar","yes","no","no",251
1084,"blue-collar","yes","no","no",615
1085,"admin.","yes","no","no",136
1086,"blue-collar","yes","no","no",2167
1087,"blue-collar","yes","no","no",309
1088,"technician","yes","no","no",221
1089,"blue-collar","yes","no","no",321
1090,"blue-collar","yes","no","no",-33
1091,"management","yes","no","no",76
1092,"management","yes","no","no",42
1093,"blue-collar","yes","no","no",76
1094,"admin.","yes","no","no",1293
1095,"entrepreneur","yes","no","no",526
1096,"housemaid","yes","no","no",873
1097,"admin.","yes","no","no",40
1098,"blue-collar","yes","no","no",117
1099,"services","yes","no","no",671
1100,"blue-collar","yes","no","no",145
1101,"blue-collar","no","no","no",1807
1102,"blue-collar","yes","yes","no",-212
1103,"technician","yes","no","no",133
1104,"services","no","no","no",566
1105,"admin.","yes","no","no",1924
1106,"technician","yes","no","no",145
1107,"blue-collar","yes","no","no",487
1108,"blue-collar","yes","no","no",-57
1109,"services","yes","no","no",81
1110,"admin.","yes","no","no",-227
1111,"technician","yes","yes","no",2710
1112,"services","yes","no","no",98
1113,"blue-collar","yes","yes","no",1230
1114,"blue-collar","yes","yes","no",78
1115,"retired","yes","yes","no",137
1116,"blue-collar","yes","no","yes",354
1117,"blue-collar","yes","no","no",149
1118,"blue-collar","yes","no","no",126
1119,"technician","yes","no","no",0
1120,"retired","yes","no","no",8266
1121,"blue-collar","yes","no","no",51
1122,"blue-collar","yes","no","no",258
1123,"technician","yes","no","no",117
1124,"management","yes","yes","no",199
1125,"services","yes","no","no",219
1126,"technician","yes","no","no",1571
1127,"blue-collar","yes","no","no",223
1128,"blue-collar","no","no","no",-79
1129,"services","yes","no","no",321
1130,"admin.","yes","no","no",2527
1131,"admin.","yes","no","no",5
1132,"blue-collar","yes","no","no",20
1133,"blue-collar","yes","yes","no",1045
1134,"blue-collar","yes","no","no",1
1135,"management","yes","no","no",3
1136,"blue-collar","yes","no","no",-55
1137,"technician","yes","no","no",141
1138,"blue-collar","yes","no","no",374
1139,"management","yes","no","no",93
1140,"blue-collar","yes","no","no",460
1141,"services","yes","no","no",78
1142,"entrepreneur","yes","no","no",135
1143,"technician","yes","yes","no",367
1144,"services","yes","no","no",248
1145,"services","yes","no","no",630
1146,"admin.","yes","no","no",-30
1147,"technician","yes","no","no",157
1148,"admin.","yes","no","no",268
1149,"blue-collar","yes","no","no",164
1150,"technician","yes","no","no",-97
1151,"admin.","yes","no","no",53
1152,"management","yes","no","no",788
1153,"technician","yes","yes","no",1904
1154,"admin.","yes","no","no",260
1155,"unemployed","yes","no","no",447
1156,"technician","yes","no","no",720
1157,"blue-collar","yes","no","no",2827
1158,"retired","no","no","no",0
1159,"admin.","yes","no","no",1117
1160,"blue-collar","yes","no","no",597
1161,"blue-collar","yes","no","no",362
1162,"self-employed","yes","no","no",120
1163,"admin.","yes","yes","no",89
1164,"services","yes","no","no",442
1165,"management","yes","no","no",111
1166,"technician","yes","no","no",247
1167,"admin.","yes","no","no",1
1168,"management","yes","no","no",6
1169,"blue-collar","yes","no","yes",-947
1170,"blue-collar","yes","no","no",191
1171,"blue-collar","yes","no","no",-147
1172,"technician","yes","no","no",703
1173,"blue-collar","no","no","no",70
1174,"technician","yes","no","no",83
1175,"blue-collar","yes","no","no",125
1176,"blue-collar","yes","yes","no",190
1177,"blue-collar","yes","no","no",46
1178,"management","yes","no","no",1348
1179,"technician","yes","no","no",420
1180,"services","yes","no","no",96
1181,"blue-collar","yes","no","no",271
1182,"admin.","yes","yes","no",1320
1183,"blue-collar","yes","no","no",54
1184,"entrepreneur","yes","no","no",198
1185,"self-employed","yes","no","no",1094
1186,"management","yes","yes","no",141
1187,"retired","yes","no","no",207
1188,"blue-collar","yes","no","no",-206
1189,"management","yes","no","no",177
1190,"blue-collar","yes","no","no",176
1191,"entrepreneur","yes","no","no",-413
1192,"blue-collar","yes","no","no",-81
1193,"management","yes","no","no",3837
1194,"management","yes","yes","no",870
1195,"admin.","yes","no","no",206
1196,"technician","yes","no","no",316
1197,"management","yes","yes","yes",57
1198,"housemaid","yes","no","no",1
1199,"blue-collar","no","no","yes",-7
1200,"blue-collar","yes","no","no",611
1201,"entrepreneur","yes","no","no",157
1202,"unemployed","yes","no","no",233
1203,"admin.","yes","yes","no",419
1204,"blue-collar","yes","no","no",134
1205,"technician","no","no","no",2087
1206,"technician","yes","no","no",103
1207,"housemaid","yes","no","no",281
1208,"management","yes","no","no",133
1209,"blue-collar","yes","no","no",1865
1210,"blue-collar","yes","no","no",325
1211,"blue-collar","yes","no","no",-18
1212,"blue-collar","yes","no","no",49
1213,"management","yes","yes","no",7444
1214,"management","yes","yes","no",59
1215,"blue-collar","yes","no","no",45
1216,"admin.","yes","no","no",387
1217,"blue-collar","yes","yes","no",5
1218,"blue-collar","yes","no","no",71
1219,"admin.","yes","no","no",96
1220,"services","yes","no","no",72
1221,"admin.","yes","no","no",1715
1222,"admin.","yes","no","no",181
1223,"blue-collar","yes","no","yes",20
1224,"management","yes","no","no",65
1225,"student","yes","no","no",81
1226,"retired","yes","yes","no",226
1227,"admin.","yes","no","no",1128
1228,"unemployed","yes","no","no",582
1229,"technician","yes","no","no",5611
1230,"technician","yes","no","no",177
1231,"admin.","yes","no","no",181
1232,"technician","yes","no","no",0
1233,"blue-collar","yes","no","no",734
1234,"self-employed","yes","no","no",322
1235,"blue-collar","yes","no","no",134
1236,"entrepreneur","yes","no","no",10350
